suite,case_id,backend,status,result,expected,elapsed_sec,error_type,error_message,tags,source
real,93,wfomc,solved,5,5,0.486870,,,bag;choose;size constraint,problems/real/corpus.json
real,93,propositionalwfomc,error,,5,0.385599,GanakError,ganak exited with code 255,bag;choose;size constraint,problems/real/corpus.json
real,93,coso,solved,5,5,0.188816,,,bag;choose;size constraint,problems/real/corpus.json
real,93,asp,solved,5,5,0.174116,,,bag;choose;size constraint,problems/real/corpus.json
real,93,essence,solved,5,5,4.659815,,,bag;choose;size constraint,problems/real/corpus.json
real,94,wfomc,solved,56,56,0.282162,,,set;choose;subset,problems/real/corpus.json
real,94,propositionalwfomc,error,,56,0.335710,GanakError,ganak exited with code 255,set;choose;subset,problems/real/corpus.json
real,94,coso,solved,56,56,0.164662,,,set;choose;subset,problems/real/corpus.json
real,94,asp,solved,56,56,0.136520,,,set;choose;subset,problems/real/corpus.json
real,94,essence,solved,56,56,2.206109,,,set;choose;subset,problems/real/corpus.json
real,95,wfomc,solved,6,6,0.542634,,,bag;tuple;index;compare element;not constraint,problems/real/corpus.json
real,95,propositionalwfomc,error,,6,1.070168,GanakError,ganak exited with code 255,bag;tuple;index;compare element;not constraint,problems/real/corpus.json
real,95,coso,solved,6,6,0.165811,,,bag;tuple;index;compare element;not constraint,problems/real/corpus.json
real,95,asp,unsolved,196,6,0.139405,WrongAnswer,"expected 6, got 196",bag;tuple;index;compare element;not constraint,problems/real/corpus.json
real,95,essence,solved,6,6,1.071917,,,bag;tuple;index;compare element;not constraint,problems/real/corpus.json
real,96,wfomc,solved,480,480,0.380812,,,set;sequence;next_to;not constraint,problems/real/corpus.json
real,96,propositionalwfomc,error,,480,1.199166,GanakError,ganak exited with code 255,set;sequence;next_to;not constraint,problems/real/corpus.json
real,96,coso,error,,480,0.132644,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;next_to;not constraint,problems/real/corpus.json
real,96,asp,unsolved,,480,0.119598,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;next_to;not constraint,problems/real/corpus.json
real,96,essence,unsolved,,480,0.118031,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;next_to;not constraint,problems/real/corpus.json
real,97,wfomc,solved,16,16,0.214893,,,set;choose;in,problems/real/corpus.json
real,97,propositionalwfomc,error,,16,0.183981,GanakError,ganak exited with code 255,set;choose;in,problems/real/corpus.json
real,97,coso,solved,16,16,0.205934,,,set;choose;in,problems/real/corpus.json
real,97,asp,solved,16,16,0.133908,,,set;choose;in,problems/real/corpus.json
real,97,essence,solved,16,16,9.898824,,,set;choose;in,problems/real/corpus.json
real,98,wfomc,solved,12,12,0.830550,,,set;tuple;index;compare element,problems/real/corpus.json
real,98,propositionalwfomc,error,,12,2.217652,GanakError,ganak exited with code 255,set;tuple;index;compare element,problems/real/corpus.json
real,98,coso,solved,12,12,0.190191,,,set;tuple;index;compare element,problems/real/corpus.json
real,98,asp,solved,12,12,0.131422,,,set;tuple;index;compare element,problems/real/corpus.json
real,98,essence,solved,12,12,1.287084,,,set;tuple;index;compare element,problems/real/corpus.json
real,99,wfomc,solved,360,360,0.321945,,,set;sequence;leq,problems/real/corpus.json
real,99,propositionalwfomc,error,,360,0.893063,GanakError,ganak exited with code 255,set;sequence;leq,problems/real/corpus.json
real,99,coso,error,,360,0.133535,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;leq,problems/real/corpus.json
real,99,asp,unsolved,,360,0.114031,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;leq,problems/real/corpus.json
real,99,essence,unsolved,,360,0.112487,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;leq,problems/real/corpus.json
real,100,wfomc,solved,650,650,0.446612,,,set;choose;tuple,problems/real/corpus.json
real,100,propositionalwfomc,error,,650,30.100414,GanakError,ganak exited with code 255,set;choose;tuple,problems/real/corpus.json
real,100,coso,error,,650,0.176620,CoSoEncodingError,CoSo backend supports subset constraints only between target and a constant set.,set;choose;tuple,problems/real/corpus.json
real,100,asp,unsolved,,650,0.159113,CoSoEncodingError,CoSo backend supports subset constraints only between target and a constant set.,set;choose;tuple,problems/real/corpus.json
real,100,essence,unsolved,,650,0.151104,CoSoEncodingError,CoSo backend supports subset constraints only between target and a constant set.,set;choose;tuple,problems/real/corpus.json
real,101,wfomc,solved,5,5,0.418923,,,bag;composition,problems/real/corpus.json
real,101,propositionalwfomc,error,,5,0.378999,GanakError,ganak exited with code 255,bag;composition,problems/real/corpus.json
real,101,coso,solved,5,5,0.134297,,,bag;composition,problems/real/corpus.json
real,101,asp,unsolved,3,5,0.113244,WrongAnswer,"expected 5, got 3",bag;composition,problems/real/corpus.json
real,101,essence,unsolved,3,5,0.807154,WrongAnswer,"expected 5, got 3",bag;composition,problems/real/corpus.json
real,102,wfomc,solved,432,432,1.600684,,,set;sequence;together,problems/real/corpus.json
real,102,propositionalwfomc,error,,432,5.826151,GanakError,ganak exited with code 255,set;sequence;together,problems/real/corpus.json
real,102,coso,error,,432,0.186969,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;together,problems/real/corpus.json
real,102,asp,unsolved,,432,0.165017,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;together,problems/real/corpus.json
real,102,essence,unsolved,,432,0.163013,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;together,problems/real/corpus.json
real,103,wfomc,solved,495,495,0.224234,,,set;choose,problems/real/corpus.json
real,103,propositionalwfomc,error,,495,0.251588,GanakError,ganak exited with code 255,set;choose,problems/real/corpus.json
real,103,coso,solved,495,495,0.135759,,,set;choose,problems/real/corpus.json
real,103,asp,solved,495,495,0.151258,,,set;choose,problems/real/corpus.json
real,103,essence,solved,495,495,2.372122,,,set;choose,problems/real/corpus.json
real,104,wfomc,solved,840,840,0.397156,,,set;choose;intersection;size constraint,problems/real/corpus.json
real,104,propositionalwfomc,error,,840,1.211054,GanakError,ganak exited with code 255,set;choose;intersection;size constraint,problems/real/corpus.json
real,104,coso,solved,840,840,2.934154,,,set;choose;intersection;size constraint,problems/real/corpus.json
real,104,asp,solved,840,840,0.717830,,,set;choose;intersection;size constraint,problems/real/corpus.json
real,104,essence,unsolved,,840,3.510605,RuntimeError,Conjure did not produce model000001.solutions,set;choose;intersection;size constraint,problems/real/corpus.json
real,105,wfomc,solved,720,720,0.318863,,,set;tuple,problems/real/corpus.json
real,105,propositionalwfomc,error,,720,1.348854,GanakError,ganak exited with code 255,set;tuple,problems/real/corpus.json
real,105,coso,solved,720,720,0.137036,,,set;tuple,problems/real/corpus.json
real,105,asp,solved,720,720,0.165081,,,set;tuple,problems/real/corpus.json
real,105,essence,solved,720,720,1.672420,,,set;tuple,problems/real/corpus.json
real,106,wfomc,solved,15,15,1.048136,,,bag;partition,problems/real/corpus.json
real,106,propositionalwfomc,error,,15,0.555010,GanakError,ganak exited with code 255,bag;partition,problems/real/corpus.json
real,106,coso,solved,15,15,0.209766,,,bag;partition,problems/real/corpus.json
real,106,asp,unsolved,,15,0.264868,BaselineUnsupportedError,ASP baseline translator does not support partition.,bag;partition,problems/real/corpus.json
real,106,essence,unsolved,1,15,0.712833,WrongAnswer,"expected 15, got 1",bag;partition,problems/real/corpus.json
real,107,wfomc,solved,15,15,0.501465,,,bag;composition,problems/real/corpus.json
real,107,propositionalwfomc,error,,15,0.410660,GanakError,ganak exited with code 255,bag;composition,problems/real/corpus.json
real,107,coso,solved,15,15,0.119612,,,bag;composition,problems/real/corpus.json
real,107,asp,unsolved,3,15,0.112746,WrongAnswer,"expected 15, got 3",bag;composition,problems/real/corpus.json
real,107,essence,unsolved,3,15,0.793567,WrongAnswer,"expected 15, got 3",bag;composition,problems/real/corpus.json
real,108,wfomc,solved,126,126,0.321275,,,partition;benchmark,problems/real/corpus.json
real,108,propositionalwfomc,error,,126,0.509981,GanakError,ganak exited with code 255,partition;benchmark,problems/real/corpus.json
real,108,coso,solved,126,126,0.190455,,,partition;benchmark,problems/real/corpus.json
real,108,asp,unsolved,,126,0.167694,BaselineUnsupportedError,ASP baseline translator does not support partition.,partition;benchmark,problems/real/corpus.json
real,108,essence,unsolved,1,126,0.716681,WrongAnswer,"expected 126, got 1",partition;benchmark,problems/real/corpus.json
real,109,wfomc,solved,140,140,0.467534,,,set;choose;multiple choosing;not constraint,problems/real/corpus.json
real,109,propositionalwfomc,error,,140,0.602772,GanakError,ganak exited with code 255,set;choose;multiple choosing;not constraint,problems/real/corpus.json
real,109,coso,error,,140,0.219099,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 3 (#3, #4, #6).",set;choose;multiple choosing;not constraint,problems/real/corpus.json
real,109,asp,unsolved,,140,0.201411,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 3 (#3, #4, #6).",set;choose;multiple choosing;not constraint,problems/real/corpus.json
real,109,essence,unsolved,,140,0.202520,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 3 (#3, #4, #6).",set;choose;multiple choosing;not constraint,problems/real/corpus.json
real,110,wfomc,solved,504,504,0.604783,,,set;choose;multiple choosing,problems/real/corpus.json
real,110,propositionalwfomc,error,,504,4.557371,GanakError,ganak exited with code 255,set;choose;multiple choosing,problems/real/corpus.json
real,110,coso,error,,504,0.208326,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 4 (#4, #5, #7, #9).",set;choose;multiple choosing,problems/real/corpus.json
real,110,asp,unsolved,,504,0.190876,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 4 (#4, #5, #7, #9).",set;choose;multiple choosing,problems/real/corpus.json
real,110,essence,unsolved,,504,0.182595,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 4 (#4, #5, #7, #9).",set;choose;multiple choosing,problems/real/corpus.json
real,111,wfomc,solved,3,3,0.429320,,,bag;partition,problems/real/corpus.json
real,111,propositionalwfomc,error,,3,0.386060,GanakError,ganak exited with code 255,bag;partition,problems/real/corpus.json
real,111,coso,solved,3,3,0.127984,,,bag;partition,problems/real/corpus.json
real,111,asp,unsolved,,3,0.110114,BaselineUnsupportedError,ASP baseline translator does not support partition.,bag;partition,problems/real/corpus.json
real,111,essence,unsolved,1,3,0.631711,WrongAnswer,"expected 3, got 1",bag;partition,problems/real/corpus.json
real,112,wfomc,solved,1940,1940,0.400442,,,set;choose;intersection;size constraint,problems/real/corpus.json
real,112,propositionalwfomc,error,,1940,1.391700,GanakError,ganak exited with code 255,set;choose;intersection;size constraint,problems/real/corpus.json
real,112,coso,wrong,0,1940,0.644899,WrongAnswer,"expected 1940, got 0",set;choose;intersection;size constraint,problems/real/corpus.json
real,112,asp,solved,1940,1940,0.433401,,,set;choose;intersection;size constraint,problems/real/corpus.json
real,112,essence,solved,1940,1940,10.006978,,,set;choose;intersection;size constraint,problems/real/corpus.json
real,113,wfomc,solved,362880,362880,0.223693,,,set;circle,problems/real/corpus.json
real,113,propositionalwfomc,error,,362880,0.344691,GanakError,ganak exited with code 255,set;circle,problems/real/corpus.json
real,113,coso,error,,362880,0.143863,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,set;circle,problems/real/corpus.json
real,113,asp,unsolved,,362880,0.125073,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,set;circle,problems/real/corpus.json
real,113,essence,unsolved,,362880,0.212685,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,set;circle,problems/real/corpus.json
real,114,wfomc,solved,21,21,0.319672,,,set;choose,problems/real/corpus.json
real,114,propositionalwfomc,error,,21,0.375632,GanakError,ganak exited with code 255,set;choose,problems/real/corpus.json
real,114,coso,solved,21,21,0.141976,,,set;choose,problems/real/corpus.json
real,114,asp,solved,21,21,0.119246,,,set;choose,problems/real/corpus.json
real,114,essence,solved,21,21,1.433442,,,set;choose,problems/real/corpus.json
real,116,wfomc,solved,126,126,0.252384,,,set;choose,problems/real/corpus.json
real,116,propositionalwfomc,error,,126,0.247774,GanakError,ganak exited with code 255,set;choose,problems/real/corpus.json
real,116,coso,solved,126,126,0.146005,,,set;choose,problems/real/corpus.json
real,116,asp,solved,126,126,0.134747,,,set;choose,problems/real/corpus.json
real,116,essence,solved,126,126,1.848296,,,set;choose,problems/real/corpus.json
real,117,wfomc,solved,5,5,0.548682,,,bag;partition,problems/real/corpus.json
real,117,propositionalwfomc,error,,5,0.451843,GanakError,ganak exited with code 255,bag;partition,problems/real/corpus.json
real,117,coso,solved,5,5,0.134271,,,bag;partition,problems/real/corpus.json
real,117,asp,unsolved,,5,0.119145,BaselineUnsupportedError,ASP baseline translator does not support partition.,bag;partition,problems/real/corpus.json
real,117,essence,unsolved,1,5,0.667643,WrongAnswer,"expected 5, got 1",bag;partition,problems/real/corpus.json
real,118,wfomc,solved,1024,1024,0.241400,,,set;composition,problems/real/corpus.json
real,118,propositionalwfomc,error,,1024,0.415170,GanakError,ganak exited with code 255,set;composition,problems/real/corpus.json
real,118,coso,solved,1024,1024,0.124734,,,set;composition,problems/real/corpus.json
real,118,asp,unsolved,0,1024,0.119374,WrongAnswer,"expected 1024, got 0",set;composition,problems/real/corpus.json
real,118,essence,unsolved,1022,1024,3.288413,WrongAnswer,"expected 1024, got 1022",set;composition,problems/real/corpus.json
real,119,wfomc,solved,30,30,0.339728,,,set;choose;multiple choosing,problems/real/corpus.json
real,119,propositionalwfomc,error,,30,0.464962,GanakError,ganak exited with code 255,set;choose;multiple choosing,problems/real/corpus.json
real,119,coso,error,,30,0.155591,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (#2, #3).",set;choose;multiple choosing,problems/real/corpus.json
real,119,asp,unsolved,,30,0.136738,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (#2, #3).",set;choose;multiple choosing,problems/real/corpus.json
real,119,essence,unsolved,,30,0.134803,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 2 (#2, #3).",set;choose;multiple choosing,problems/real/corpus.json
real,120,wfomc,solved,30860,30860,1.430464,,,tuple;unknown length,problems/real/corpus.json
real,120,propositionalwfomc,error,,30860,3.134339,GanakError,ganak exited with code 255,tuple;unknown length,problems/real/corpus.json
real,120,coso,wrong,28558,30860,0.309622,WrongAnswer,"expected 30860, got 28558",tuple;unknown length,problems/real/corpus.json
real,120,asp,unsolved,,30860,100.105198,TimeoutError,Timed out after 100.000s,tuple;unknown length,problems/real/corpus.json
real,120,essence,solved,30860,30860,28.666297,,,tuple;unknown length,problems/real/corpus.json
real,121,wfomc,solved,4,4,0.459509,,,set;choose;or constraint;subset,problems/real/corpus.json
real,121,propositionalwfomc,error,,4,0.658932,GanakError,ganak exited with code 255,set;choose;or constraint;subset,problems/real/corpus.json
real,121,coso,solved,4,4,0.521939,,,set;choose;or constraint;subset,problems/real/corpus.json
real,121,asp,solved,4,4,0.242378,,,set;choose;or constraint;subset,problems/real/corpus.json
real,121,essence,solved,4,4,3.008698,,,set;choose;or constraint;subset,problems/real/corpus.json
real,122,wfomc,solved,12,12,0.223948,,,circle;reflection,problems/real/corpus.json
real,122,propositionalwfomc,error,,12,0.223592,GanakError,ganak exited with code 255,circle;reflection,problems/real/corpus.json
real,122,coso,error,,12,0.138627,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,circle;reflection,problems/real/corpus.json
real,122,asp,unsolved,,12,0.118119,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,circle;reflection,problems/real/corpus.json
real,122,essence,unsolved,,12,0.117686,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,circle;reflection,problems/real/corpus.json
real,124,wfomc,solved,32,32,0.251163,,,set;composition,problems/real/corpus.json
real,124,propositionalwfomc,error,,32,0.272581,GanakError,ganak exited with code 255,set;composition,problems/real/corpus.json
real,124,coso,solved,32,32,0.137866,,,set;composition,problems/real/corpus.json
real,124,asp,unsolved,0,32,0.127437,WrongAnswer,"expected 32, got 0",set;composition,problems/real/corpus.json
real,124,essence,unsolved,30,32,1.211319,WrongAnswer,"expected 32, got 30",set;composition,problems/real/corpus.json
real,125,wfomc,solved,100000,100000,0.288950,,,set;choose_replace_permute,problems/real/corpus.json
real,125,propositionalwfomc,error,,100000,1.029864,GanakError,ganak exited with code 255,set;choose_replace_permute,problems/real/corpus.json
real,125,coso,solved,100000,100000,0.144427,,,set;choose_replace_permute,problems/real/corpus.json
real,125,asp,unsolved,,100000,100.058244,TimeoutError,Timed out after 100.000s,set;choose_replace_permute,problems/real/corpus.json
real,125,essence,solved,100000,100000,72.667990,,,set;choose_replace_permute,problems/real/corpus.json
real,126,wfomc,solved,6,6,0.247056,,,set;choose,problems/real/corpus.json
real,126,propositionalwfomc,error,,6,0.228889,GanakError,ganak exited with code 255,set;choose,problems/real/corpus.json
real,126,coso,solved,6,6,0.143827,,,set;choose,problems/real/corpus.json
real,126,asp,solved,6,6,0.126308,,,set;choose,problems/real/corpus.json
real,126,essence,solved,6,6,1.435661,,,set;choose,problems/real/corpus.json
real,127,wfomc,solved,43,43,1.297430,,,bag;tuple;choose_permute,problems/real/corpus.json
real,127,propositionalwfomc,error,,43,2.617011,GanakError,ganak exited with code 255,bag;tuple;choose_permute,problems/real/corpus.json
real,127,coso,solved,43,43,0.134445,,,bag;tuple;choose_permute,problems/real/corpus.json
real,127,asp,solved,43,43,0.123442,,,bag;tuple;choose_permute,problems/real/corpus.json
real,127,essence,solved,43,43,1.020350,,,bag;tuple;choose_permute,problems/real/corpus.json
real,128,wfomc,solved,12500,12500,0.609987,,,set;choose_permute;tuple;index;in,problems/real/corpus.json
real,128,propositionalwfomc,error,,12500,2.358686,GanakError,ganak exited with code 255,set;choose_permute;tuple;index;in,problems/real/corpus.json
real,128,coso,solved,12500,12500,0.186372,,,set;choose_permute;tuple;index;in,problems/real/corpus.json
real,128,asp,solved,12500,12500,4.141878,,,set;choose_permute;tuple;index;in,problems/real/corpus.json
real,128,essence,solved,12500,12500,11.590818,,,set;choose_permute;tuple;index;in,problems/real/corpus.json
real,129,wfomc,solved,36,36,0.737694,,,bag;composition,problems/real/corpus.json
real,129,propositionalwfomc,error,,36,0.553086,GanakError,ganak exited with code 255,bag;composition,problems/real/corpus.json
real,129,coso,solved,36,36,0.122764,,,bag;composition,problems/real/corpus.json
real,129,asp,unsolved,12,36,0.105245,WrongAnswer,"expected 36, got 12",bag;composition,problems/real/corpus.json
real,129,essence,unsolved,12,36,0.909774,WrongAnswer,"expected 36, got 12",bag;composition,problems/real/corpus.json
real,130,wfomc,solved,34560,34560,5.977993,,,set;sequence;together,problems/real/corpus.json
real,130,propositionalwfomc,error,,34560,10.299598,GanakError,ganak exited with code 255,set;sequence;together,problems/real/corpus.json
real,130,coso,error,,34560,0.169443,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;together,problems/real/corpus.json
real,130,asp,unsolved,,34560,0.202152,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;together,problems/real/corpus.json
real,130,essence,unsolved,,34560,0.203499,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;together,problems/real/corpus.json
real,131,wfomc,solved,1512,1512,0.519009,,,set;choose_permute;tuple;index;in,problems/real/corpus.json
real,131,propositionalwfomc,error,,1512,3.258673,GanakError,ganak exited with code 255,set;choose_permute;tuple;index;in,problems/real/corpus.json
real,131,coso,solved,1512,1512,0.174669,,,set;choose_permute;tuple;index;in,problems/real/corpus.json
real,131,asp,solved,1512,1512,0.255623,,,set;choose_permute;tuple;index;in,problems/real/corpus.json
real,131,essence,solved,1512,1512,2.835096,,,set;choose_permute;tuple;index;in,problems/real/corpus.json
real,132,wfomc,solved,72,72,0.717827,,,bag;choose;multiple choosing;benchmark,problems/real/corpus.json
real,132,propositionalwfomc,error,,72,0.398934,GanakError,ganak exited with code 255,bag;choose;multiple choosing;benchmark,problems/real/corpus.json
real,132,coso,solved,72,72,0.153691,,,bag;choose;multiple choosing;benchmark,problems/real/corpus.json
real,132,asp,solved,72,72,0.142283,,,bag;choose;multiple choosing;benchmark,problems/real/corpus.json
real,132,essence,solved,72,72,2.308455,,,bag;choose;multiple choosing;benchmark,problems/real/corpus.json
real,133,wfomc,solved,880,880,0.397913,,,set;choose_replace_permute;sequence;count pred,problems/real/corpus.json
real,133,propositionalwfomc,error,,880,2.567346,GanakError,ganak exited with code 255,set;choose_replace_permute;sequence;count pred,problems/real/corpus.json
real,133,coso,error,,880,0.132738,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;choose_replace_permute;sequence;count pred,problems/real/corpus.json
real,133,asp,unsolved,,880,0.123340,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;choose_replace_permute;sequence;count pred,problems/real/corpus.json
real,133,essence,unsolved,,880,0.122270,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;choose_replace_permute;sequence;count pred,problems/real/corpus.json
real,134,wfomc,solved,4320,4320,0.540478,,,set;tuple;index;in,problems/real/corpus.json
real,134,propositionalwfomc,error,,4320,3.707114,GanakError,ganak exited with code 255,set;tuple;index;in,problems/real/corpus.json
real,134,coso,solved,4320,4320,0.200577,,,set;tuple;index;in,problems/real/corpus.json
real,134,asp,solved,4320,4320,0.994691,,,set;tuple;index;in,problems/real/corpus.json
real,134,essence,solved,4320,4320,5.402178,,,set;tuple;index;in,problems/real/corpus.json
real,135,wfomc,solved,60,60,0.307319,,,set;sequence;leq,problems/real/corpus.json
real,135,propositionalwfomc,error,,60,0.688124,GanakError,ganak exited with code 255,set;sequence;leq,problems/real/corpus.json
real,135,coso,error,,60,0.124412,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;leq,problems/real/corpus.json
real,135,asp,unsolved,,60,0.107379,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;leq,problems/real/corpus.json
real,135,essence,unsolved,,60,0.105163,CoSoEncodingError,CoSo backend does not support Cofola sequence objects; use TupleDef/tuple(...) for CoSo-compatible ordered arrangements.,set;sequence;leq,problems/real/corpus.json
real,136,wfomc,solved,4320,4320,0.849013,,,set;choose;tuple;intersection;size constraint,problems/real/corpus.json
real,136,propositionalwfomc,error,,4320,21.942646,GanakError,ganak exited with code 255,set;choose;tuple;intersection;size constraint,problems/real/corpus.json
real,136,coso,error,,4320,0.243038,CoSoEncodingError,"CoSo backend supports size constraints on the target, target/property intersections, target differences, and target parts.",set;choose;tuple;intersection;size constraint,problems/real/corpus.json
real,136,asp,unsolved,,4320,0.228372,CoSoEncodingError,"CoSo backend supports size constraints on the target, target/property intersections, target differences, and target parts.",set;choose;tuple;intersection;size constraint,problems/real/corpus.json
real,136,essence,unsolved,,4320,0.229579,CoSoEncodingError,"CoSo backend supports size constraints on the target, target/property intersections, target differences, and target parts.",set;choose;tuple;intersection;size constraint,problems/real/corpus.json
real,137,wfomc,solved,3600,3600,0.369452,,,set;circle;next_to;not constraint,problems/real/corpus.json
real,137,propositionalwfomc,error,,3600,1.865700,GanakError,ganak exited with code 255,set;circle;next_to;not constraint,problems/real/corpus.json
real,137,coso,error,,3600,0.122695,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,set;circle;next_to;not constraint,problems/real/corpus.json
real,137,asp,unsolved,,3600,0.102233,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,set;circle;next_to;not constraint,problems/real/corpus.json
real,137,essence,unsolved,,3600,0.102517,CoSoEncodingError,CoSo backend does not support Cofola circle objects.,set;circle;next_to;not constraint,problems/real/corpus.json
real,138,wfomc,solved,7000,7000,0.429544,,,set;choose;multiple choosing,problems/real/corpus.json
real,138,propositionalwfomc,error,,7000,2.228273,GanakError,ganak exited with code 255,set;choose;multiple choosing,problems/real/corpus.json
real,138,coso,error,,7000,0.166698,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 3 (#3, #4, #6).",set;choose;multiple choosing,problems/real/corpus.json
real,138,asp,unsolved,,7000,0.146909,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 3 (#3, #4, #6).",set;choose;multiple choosing,problems/real/corpus.json
real,138,essence,unsolved,,7000,0.147401,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 3 (#3, #4, #6).",set;choose;multiple choosing,problems/real/corpus.json
real,139,wfomc,solved,165,165,0.269705,,,set;choose;subset,problems/real/corpus.json
real,139,propositionalwfomc,error,,165,0.413231,GanakError,ganak exited with code 255,set;choose;subset,problems/real/corpus.json
real,139,coso,solved,165,165,0.169340,,,set;choose;subset,problems/real/corpus.json
real,139,asp,solved,165,165,0.229159,,,set;choose;subset,problems/real/corpus.json
real,139,essence,solved,165,165,2.820199,,,set;choose;subset,problems/real/corpus.json
real,141,wfomc,solved,120,120,0.274165,,,set;choose;subset,problems/real/corpus.json
real,141,propositionalwfomc,error,,120,0.369465,GanakError,ganak exited with code 255,set;choose;subset,problems/real/corpus.json
real,141,coso,solved,120,120,0.158804,,,set;choose;subset,problems/real/corpus.json
real,141,asp,solved,120,120,0.157336,,,set;choose;subset,problems/real/corpus.json
real,141,essence,solved,120,120,2.426267,,,set;choose;subset,problems/real/corpus.json
real,142,wfomc,solved,151200,151200,0.689510,,,set;choose;multiple choosing,problems/real/corpus.json
real,142,propositionalwfomc,error,,151200,2.061778,GanakError,ganak exited with code 255,set;choose;multiple choosing,problems/real/corpus.json
real,142,coso,error,,151200,0.187816,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 5 (chief, supporting_chief_A, supporting_chief_B, inferior_officers_A, inferior_officers_B).",set;choose;multiple choosing,problems/real/corpus.json
real,142,asp,unsolved,,151200,0.167887,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 5 (chief, supporting_chief_A, supporting_chief_B, inferior_officers_A, inferior_officers_B).",set;choose;multiple choosing,problems/real/corpus.json
real,142,essence,unsolved,,151200,0.168963,CoSoEncodingError,"CoSo backend supports exactly one target configuration per component; found 5 (chief, supporting_chief_A, supporting_chief_B, inferior_officers_A, inferior_officers_B).",set;choose;multiple choosing,problems/real/corpus.json
real,143,wfomc,solved,10,10,0.532667,,,bag;composition;none_empty,problems/real/corpus.json
real,143,propositionalwfomc,error,,10,0.460228,GanakError,ganak exited with code 255,bag;composition;none_empty,problems/real/corpus.json
real,143,coso,solved,10,10,0.177546,,,bag;composition;none_empty,problems/real/corpus.json
real,143,asp,unsolved,7,10,0.169450,WrongAnswer,"expected 10, got 7",bag;composition;none_empty,problems/real/corpus.json
real,143,essence,unsolved,,10,0.406224,RuntimeError,Error:,bag;composition;none_empty,problems/real/corpus.json
real,144,wfomc,solved,15,15,0.381150,,,set;partition,problems/real/corpus.json
real,144,propositionalwfomc,error,,15,0.443174,GanakError,ganak exited with code 255,set;partition,problems/real/corpus.json
